chiguri 2974486_5709773144064000_chiguri.c [["IfStmt", 8.333333e+00], ["SwitchStmt", 7.555555e+00], ["ArraySubscriptExpr", 1.275114e+01], ["UnaryOperator", 2.532358e+01], ["CallExpr", 7.337277e+00], ["CaseStmt", 8.932887e+00], ["IntegerLiteral", 6.527081e+00], ["DeclRefExpr", 2.783328e+01], ["Var", 1.700934e+00], ["Empty", 1.000000e+00], ["BreakStmt", 8.932882e+00], ["ParenExpr", 2.414508e+01], ["Record", 1.000000e+00], ["StringLiteral", 3.000000e+00], ["Type", 6.033484e+00], ["Enum", 1.000000e+00], ["ReturnStmt", 6.666667e+00], ["CompoundStmt", 7.259259e+00], ["ImplicitCastExpr", 1.027332e+01], ["MemberExpr", 1.069289e+01], ["UnaryExprOrTypeTraitExpr", 7.000000e+00], ["Typedef", 1.000000e+00], ["Field", 2.000000e+00], ["DeclStmt", 3.000000e+00], ["BinaryOperator", 2.464505e+01], ["Function", 1.000000e+00], ["CompoundAssignOperator", 8.465651e+00], ["WhileStmt", 4.000000e+00], ["ParmVar", 1.407477e+01], ["EnumConstant", 2.000000e+00], ["InitListExpr", 2.333333e+00], ["CStyleCastExpr", 5.019661e+00]] 
chiguri 2974486_5756407898963968_chiguri.c [["CallExpr", 7.666667e+00], ["IfStmt", 8.400000e+00], ["UnaryOperator", 2.554135e+01], ["SwitchStmt", 7.555555e+00], ["ArraySubscriptExpr", 1.289720e+01], ["CaseStmt", 9.104476e+00], ["IntegerLiteral", 6.344697e+00], ["DeclRefExpr", 2.834927e+01], ["Var", 1.840909e+00], ["Empty", 1.000000e+00], ["BreakStmt", 9.104479e+00], ["ParenExpr", 2.459035e+01], ["Record", 1.000000e+00], ["StringLiteral", 3.000000e+00], ["Type", 6.022479e+00], ["Enum", 1.000000e+00], ["ReturnStmt", 6.666667e+00], ["CompoundStmt", 6.804878e+00], ["ImplicitCastExpr", 9.148074e+00], ["DeclStmt", 3.000000e+00], ["BinaryOperator", 2.513148e+01], ["Function", 1.000000e+00], ["MemberExpr", 1.080050e+01], ["UnaryExprOrTypeTraitExpr", 7.000000e+00], ["Typedef", 1.000000e+00], ["Field", 2.000000e+00], ["CompoundAssignOperator", 8.513514e+00], ["WhileStmt", 4.000000e+00], ["ParmVar", 1.420536e+01], ["EnumConstant", 2.000000e+00], ["InitListExpr", 2.333333e+00], ["CStyleCastExpr", 5.013061e+00]] 
Chuchox.Jaraday 1460488_1483485_Chuchox.Jaraday.c [["CallExpr", 7.327380e+00], ["IfStmt", 8.333333e+00], ["UnaryOperator", 2.490132e+01], ["SwitchStmt", 7.555555e+00], ["ArraySubscriptExpr", 1.270287e+01], ["BreakStmt", 8.911761e+00], ["ParenExpr", 2.382571e+01], ["CaseStmt", 8.911766e+00], ["IntegerLiteral", 6.500507e+00], ["DeclRefExpr", 2.749927e+01], ["Var", 1.750000e+00], ["Empty", 1.000000e+00], ["Record", 1.000000e+00], ["StringLiteral", 3.000000e+00], ["Type", 6.031600e+00], ["Enum", 1.000000e+00], ["ReturnStmt", 6.666667e+00], ["CompoundStmt", 7.259259e+00], ["ImplicitCastExpr", 1.066816e+01], ["CStyleCastExpr", 5.018642e+00], ["MemberExpr", 1.069774e+01], ["UnaryExprOrTypeTraitExpr", 7.000000e+00], ["Typedef", 1.000000e+00], ["Field", 2.000000e+00], ["DeclStmt", 3.000000e+00], ["BinaryOperator", 2.429053e+01], ["Function", 1.000000e+00], ["CompoundAssignOperator", 8.455019e+00], ["WhileStmt", 4.000000e+00], ["ParmVar", 1.407477e+01], ["EnumConstant", 2.000000e+00], ["InitListExpr", 2.333333e+00]] 
Chuchox.Jaraday 1460488_1483488_Chuchox.Jaraday.c [["CallExpr", 7.337275e+00], ["IfStmt", 8.333333e+00], ["UnaryOperator", 2.528335e+01], ["SwitchStmt", 7.555555e+00], ["ArraySubscriptExpr", 1.271965e+01], ["CaseStmt", 8.935715e+00], ["IntegerLiteral", 6.433824e+00], ["DeclRefExpr", 2.795842e+01], ["Var", 1.728156e+00], ["Empty", 1.000000e+00], ["BreakStmt", 8.935714e+00], ["ParenExpr", 2.420076e+01], ["StringLiteral", 3.000000e+00], ["Type", 6.026783e+00], ["Record", 1.000000e+00], ["Enum", 1.000000e+00], ["ReturnStmt", 6.666667e+00], ["CompoundStmt", 7.259259e+00], ["ImplicitCastExpr", 1.027806e+01], ["MemberExpr", 1.068421e+01], ["UnaryExprOrTypeTraitExpr", 7.000000e+00], ["Typedef", 1.000000e+00], ["Field", 2.000000e+00], ["DeclStmt", 3.000000e+00], ["BinaryOperator", 2.471931e+01], ["Function", 1.000000e+00], ["CompoundAssignOperator", 8.471389e+00], ["WhileStmt", 4.000000e+00], ["ParmVar", 1.407477e+01], ["EnumConstant", 2.000000e+00], ["InitListExpr", 2.333333e+00], ["CStyleCastExpr", 5.015423e+00]] 
Chuchox.Jaraday 1460488_1595491_Chuchox.Jaraday.c [["CallExpr", 7.421965e+00], ["IfStmt", 8.333333e+00], ["UnaryOperator", 2.553658e+01], ["SwitchStmt", 7.555555e+00], ["ArraySubscriptExpr", 1.277125e+01], ["CaseStmt", 8.958626e+00], ["IntegerLiteral", 6.447361e+00], ["DeclRefExpr", 2.799022e+01], ["Var", 1.714286e+00], ["Empty", 1.000000e+00], ["BreakStmt", 8.958622e+00], ["ParenExpr", 2.425483e+01], ["Record", 1.000000e+00], ["StringLiteral", 3.000000e+00], ["Type", 6.028866e+00], ["Enum", 1.000000e+00], ["ReturnStmt", 6.666667e+00], ["CompoundStmt", 7.259259e+00], ["ImplicitCastExpr", 1.001000e+01], ["MemberExpr", 1.069973e+01], ["UnaryExprOrTypeTraitExpr", 7.000000e+00], ["Typedef", 1.000000e+00], ["Field", 2.000000e+00], ["DeclStmt", 3.000000e+00], ["BinaryOperator", 2.477819e+01], ["Function", 1.000000e+00], ["CompoundAssignOperator", 8.464193e+00], ["WhileStmt", 4.000000e+00], ["ParmVar", 1.412844e+01], ["EnumConstant", 2.000000e+00], ["InitListExpr", 2.333333e+00], ["CStyleCastExpr", 5.016560e+00]] 
Chuchox.Jaraday 2270488_2449486_Chuchox.Jaraday.c [["IfStmt", 8.333333e+00], ["SwitchStmt", 7.555555e+00], ["ArraySubscriptExpr", 1.269905e+01], ["UnaryOperator", 2.520262e+01], ["CallExpr", 7.462856e+00], ["CaseStmt", 8.976112e+00], ["IntegerLiteral", 6.457057e+00], ["DeclRefExpr", 2.780946e+01], ["Var", 1.707547e+00], ["Empty", 1.000000e+00], ["BreakStmt", 8.976110e+00], ["ParenExpr", 2.407604e+01], ["Record", 1.000000e+00], ["StringLiteral", 3.000000e+00], ["Type", 6.029957e+00], ["Enum", 1.000000e+00], ["ReturnStmt", 6.666667e+00], ["CompoundStmt", 7.259259e+00], ["ImplicitCastExpr", 9.916867e+00], ["MemberExpr", 1.069482e+01], ["UnaryExprOrTypeTraitExpr", 7.000000e+00], ["Typedef", 1.000000e+00], ["Field", 2.000000e+00], ["DeclStmt", 3.000000e+00], ["BinaryOperator", 2.458540e+01], ["Function", 1.000000e+00], ["CompoundAssignOperator", 8.465241e+00], ["WhileStmt", 4.000000e+00], ["ParmVar", 1.415455e+01], ["EnumConstant", 2.000000e+00], ["InitListExpr", 2.333333e+00], ["CStyleCastExpr", 5.017372e+00]] 
Chuchox.Jaraday 2270488_2453486_Chuchox.Jaraday.c [["CallExpr", 7.695188e+00], ["IfStmt", 8.333333e+00], ["UnaryOperator", 2.555603e+01], ["SwitchStmt", 7.555555e+00], ["ArraySubscriptExpr", 1.272197e+01], ["CaseStmt", 9.034486e+00], ["IntegerLiteral", 6.401582e+00], ["DeclRefExpr", 2.826258e+01], ["Var", 1.675676e+00], ["Empty", 1.000000e+00], ["BreakStmt", 9.034480e+00], ["ParenExpr", 2.450883e+01], ["Record", 1.000000e+00], ["StringLiteral", 3.000000e+00], ["Type", 6.026584e+00], ["Enum", 1.000000e+00], ["ReturnStmt", 6.666667e+00], ["CompoundStmt", 7.259259e+00], ["ImplicitCastExpr", 9.482732e+00], ["MemberExpr", 1.075128e+01], ["UnaryExprOrTypeTraitExpr", 7.000000e+00], ["Typedef", 1.000000e+00], ["Field", 2.000000e+00], ["DeclStmt", 3.000000e+00], ["BinaryOperator", 2.504795e+01], ["Function", 1.000000e+00], ["CompoundAssignOperator", 8.470896e+00], ["WhileStmt", 4.000000e+00], ["ParmVar", 1.427826e+01], ["EnumConstant", 2.000000e+00], ["InitListExpr", 2.333333e+00], ["CStyleCastExpr", 5.015509e+00]] 
Chuchox.Jaraday 2270488_2463486_Chuchox.Jaraday.c [["CallExpr", 7.391813e+00], ["IfStmt", 8.375000e+00], ["UnaryOperator", 2.498583e+01], ["SwitchStmt", 7.555555e+00], ["ArraySubscriptExpr", 1.282353e+01], ["BreakStmt", 8.877889e+00], ["ParenExpr", 2.397923e+01], ["CaseStmt", 8.877884e+00], ["IntegerLiteral", 6.512991e+00], ["DeclRefExpr", 2.767929e+01], ["Var", 1.841122e+00], ["Empty", 1.000000e+00], ["Record", 1.000000e+00], ["StringLiteral", 3.000000e+00], ["Type", 6.032721e+00], ["Enum", 1.000000e+00], ["ReturnStmt", 6.666667e+00], ["CompoundStmt", 7.500000e+00], ["ImplicitCastExpr", 1.074893e+01], ["CStyleCastExpr", 5.019145e+00], ["MemberExpr", 1.065441e+01], ["UnaryExprOrTypeTraitExpr", 7.000000e+00], ["Typedef", 1.000000e+00], ["Field", 2.000000e+00], ["DeclStmt", 3.000000e+00], ["BinaryOperator", 2.448255e+01], ["Function", 1.000000e+00], ["CompoundAssignOperator", 8.477540e+00], ["WhileStmt", 4.000000e+00], ["ParmVar", 1.393636e+01], ["EnumConstant", 2.000000e+00], ["InitListExpr", 2.333333e+00]] 
Chuchox.Jaraday 2974486_5709773144064000_Chuchox.Jaraday.c [["IfStmt", 8.375000e+00], ["SwitchStmt", 7.555555e+00], ["ArraySubscriptExpr", 1.269475e+01], ["UnaryOperator", 2.517409e+01], ["CallExpr", 7.293413e+00], ["BreakStmt", 8.923636e+00], ["ParenExpr", 2.397121e+01], ["CaseStmt", 8.923637e+00], ["IntegerLiteral", 6.483889e+00], ["DeclRefExpr", 2.775214e+01], ["Var", 1.841122e+00], ["Empty", 1.000000e+00], ["Record", 1.000000e+00], ["StringLiteral", 3.000000e+00], ["Type", 6.030368e+00], ["Enum", 1.000000e+00], ["ReturnStmt", 6.666667e+00], ["CompoundStmt", 7.500000e+00], ["ImplicitCastExpr", 1.026463e+01], ["CStyleCastExpr", 5.017911e+00], ["MemberExpr", 1.067232e+01], ["UnaryExprOrTypeTraitExpr", 7.000000e+00], ["Typedef", 1.000000e+00], ["Field", 2.000000e+00], ["DeclStmt", 3.000000e+00], ["BinaryOperator", 2.449715e+01], ["Function", 1.000000e+00], ["CompoundAssignOperator", 8.483869e+00], ["WhileStmt", 4.000000e+00], ["ParmVar", 1.404717e+01], ["EnumConstant", 2.000000e+00], ["InitListExpr", 2.333333e+00]] 
Chuchox.Jaraday 2974486_5756407898963968_Chuchox.Jaraday.c [["CallExpr", 7.502826e+00], ["IfStmt", 8.375000e+00], ["UnaryOperator", 2.536882e+01], ["SwitchStmt", 7.555555e+00], ["ArraySubscriptExpr", 1.271475e+01], ["CaseStmt", 8.986581e+00], ["IntegerLiteral", 6.430709e+00], ["DeclRefExpr", 2.800403e+01], ["Var", 1.803571e+00], ["Empty", 1.000000e+00], ["BreakStmt", 8.986580e+00], ["ParenExpr", 2.431362e+01], ["Record", 1.000000e+00], ["StringLiteral", 3.000000e+00], ["Type", 6.027926e+00], ["Enum", 1.000000e+00], ["ReturnStmt", 6.666667e+00], ["CompoundStmt", 7.500000e+00], ["ImplicitCastExpr", 9.728159e+00], ["MemberExpr", 1.069460e+01], ["UnaryExprOrTypeTraitExpr", 7.000000e+00], ["Typedef", 1.000000e+00], ["Field", 2.000000e+00], ["DeclStmt", 3.000000e+00], ["BinaryOperator", 2.481355e+01], ["Function", 1.000000e+00], ["CompoundAssignOperator", 8.498642e+00], ["WhileStmt", 4.000000e+00], ["ParmVar", 1.418018e+01], ["EnumConstant", 2.000000e+00], ["InitListExpr", 2.333333e+00], ["CStyleCastExpr", 5.016093e+00]] 
chuckl0416 1460488_1483485_chuckl0416.c [["IfStmt", 8.400000e+00], ["SwitchStmt", 7.555555e+00], ["ArraySubscriptExpr", 1.276794e+01], ["UnaryOperator", 2.523537e+01], ["CallExpr", 8.000000e+00], ["CaseStmt", 9.061349e+00], ["IntegerLiteral", 6.455818e+00], ["DeclRefExpr", 2.787996e+01], ["Var", 1.905172e+00], ["Empty", 1.000000e+00], ["BreakStmt", 9.061351e+00], ["ParenExpr", 2.415649e+01], ["Record", 1.000000e+00], ["StringLiteral", 3.000000e+00], ["Type", 6.031331e+00], ["Enum", 1.000000e+00], ["ReturnStmt", 6.666667e+00], ["CompoundStmt", 7.696970e+00], ["ImplicitCastExpr", 1.005577e+01], ["MemberExpr", 1.072703e+01], ["UnaryExprOrTypeTraitExpr", 7.000000e+00], ["Typedef", 1.000000e+00], ["Field", 2.000000e+00], ["DeclStmt", 3.000000e+00], ["BinaryOperator", 2.469430e+01], ["Function", 1.000000e+00], ["CompoundAssignOperator", 8.505237e+00], ["WhileStmt", 4.000000e+00], ["ParmVar", 1.485211e+01], ["EnumConstant", 2.000000e+00], ["InitListExpr", 2.333333e+00], ["CStyleCastExpr", 5.017364e+00]] 
chuckl0416 1460488_1483488_chuckl0416.c [["CallExpr", 7.514126e+00], ["IfStmt", 8.375000e+00], ["UnaryOperator", 2.509042e+01], ["SwitchStmt", 7.555555e+00], ["ArraySubscriptExpr", 1.271873e+01], ["CaseStmt", 8.977046e+00], ["IntegerLiteral", 6.401488e+00], ["DeclRefExpr", 2.787400e+01], ["Var", 1.796460e+00], ["Empty", 1.000000e+00], ["BreakStmt", 8.977048e+00], ["ParenExpr", 2.414536e+01], ["Record", 1.000000e+00], ["StringLiteral", 3.000000e+00], ["Type", 6.025916e+00], ["Enum", 1.000000e+00], ["ReturnStmt", 6.666667e+00], ["CompoundStmt", 7.500000e+00], ["ImplicitCastExpr", 9.605206e+00], ["MemberExpr", 1.069643e+01], ["UnaryExprOrTypeTraitExpr", 7.000000e+00], ["Typedef", 1.000000e+00], ["Field", 2.000000e+00], ["DeclStmt", 3.000000e+00], ["BinaryOperator", 2.466391e+01], ["Function", 1.000000e+00], ["CompoundAssignOperator", 8.483294e+00], ["WhileStmt", 4.000000e+00], ["ParmVar", 1.433044e+01], ["EnumConstant", 2.000000e+00], ["InitListExpr", 2.333333e+00], ["CStyleCastExpr", 5.014941e+00]] 
chuckl0416 1460488_1595491_chuckl0416.c [["IfStmt", 8.375000e+00], ["SwitchStmt", 7.555555e+00], ["ArraySubscriptExpr", 1.285736e+01], ["UnaryOperator", 2.555467e+01], ["CallExpr", 7.639343e+00], ["CaseStmt", 9.006251e+00], ["IntegerLiteral", 6.504676e+00], ["DeclRefExpr", 2.830934e+01], ["Var", 1.796460e+00], ["Empty", 1.000000e+00], ["BreakStmt", 9.006247e+00], ["ParenExpr", 2.460785e+01], ["StringLiteral", 3.000000e+00], ["Type", 6.033126e+00], ["Record", 1.000000e+00], ["Enum", 1.000000e+00], ["ReturnStmt", 6.666667e+00], ["CompoundStmt", 7.500000e+00], ["ImplicitCastExpr", 1.050564e+01], ["MemberExpr", 1.071111e+01], ["UnaryExprOrTypeTraitExpr", 7.000000e+00], ["Typedef", 1.000000e+00], ["Field", 2.000000e+00], ["DeclStmt", 3.000000e+00], ["BinaryOperator", 2.511490e+01], ["Function", 1.000000e+00], ["CompoundAssignOperator", 8.482320e+00], ["WhileStmt", 4.000000e+00], ["ParmVar", 1.376859e+01], ["EnumConstant", 2.000000e+00], ["InitListExpr", 2.333333e+00], ["CStyleCastExpr", 5.018892e+00]] 
chuckl0416 2270488_2449486_chuckl0416.c [["CallExpr", 7.800003e+00], ["IfStmt", 8.375000e+00], ["UnaryOperator", 2.561916e+01], ["SwitchStmt", 7.555555e+00], ["ArraySubscriptExpr", 1.302611e+01], ["CaseStmt", 9.218997e+00], ["IntegerLiteral", 6.295930e+00], ["DeclRefExpr", 2.825345e+01], ["Var", 1.657534e+00], ["Empty", 1.000000e+00], ["BreakStmt", 9.218995e+00], ["ParenExpr", 2.450173e+01], ["Record", 1.000000e+00], ["StringLiteral", 3.000000e+00], ["Type", 6.020607e+00], ["Enum", 1.000000e+00], ["ReturnStmt", 6.666667e+00], ["CompoundStmt", 6.578948e+00], ["ImplicitCastExpr", 8.577893e+00], ["MemberExpr", 1.091183e+01], ["UnaryExprOrTypeTraitExpr", 7.000000e+00], ["Typedef", 1.000000e+00], ["Field", 2.000000e+00], ["DeclStmt", 3.000000e+00], ["BinaryOperator", 2.507561e+01], ["Function", 1.000000e+00], ["CompoundAssignOperator", 8.479999e+00], ["WhileStmt", 4.000000e+00], ["ParmVar", 1.430172e+01], ["EnumConstant", 2.000000e+00], ["InitListExpr", 2.333333e+00], ["CStyleCastExpr", 5.011973e+00]] 
chuckl0416 2270488_2453486_chuckl0416.c [["IfStmt", 8.375000e+00], ["SwitchStmt", 7.555555e+00], ["ArraySubscriptExpr", 1.336606e+01], ["UnaryOperator", 2.633103e+01], ["CallExpr", 8.463111e+00], ["CaseStmt", 9.389220e+00], ["IntegerLiteral", 6.212456e+00], ["DeclRefExpr", 2.911853e+01], ["Var", 1.500000e+00], ["Empty", 1.000000e+00], ["BreakStmt", 9.389220e+00], ["ParenExpr", 2.523835e+01], ["Record", 1.000000e+00], ["StringLiteral", 3.000000e+00], ["Type", 6.013745e+00], ["Enum", 1.000000e+00], ["ReturnStmt", 6.666667e+00], ["CompoundStmt", 7.500000e+00], ["ImplicitCastExpr", 7.780297e+00], ["MemberExpr", 1.105274e+01], ["UnaryExprOrTypeTraitExpr", 7.000000e+00], ["Typedef", 1.000000e+00], ["Field", 2.000000e+00], ["DeclStmt", 3.000000e+00], ["BinaryOperator", 2.584262e+01], ["Function", 1.000000e+00], ["CompoundAssignOperator", 8.488126e+00], ["WhileStmt", 4.000000e+00], ["ParmVar", 1.443443e+01], ["EnumConstant", 2.000000e+00], ["InitListExpr", 2.333333e+00], ["CStyleCastExpr", 5.008134e+00]] 
chuckl0416 2270488_2463486_chuckl0416.c [["CallExpr", 7.423728e+00], ["IfStmt", 8.375000e+00], ["UnaryOperator", 2.520296e+01], ["SwitchStmt", 7.555555e+00], ["ArraySubscriptExpr", 1.275920e+01], ["CaseStmt", 9.038716e+00], ["IntegerLiteral", 6.440200e+00], ["DeclRefExpr", 2.799822e+01], ["Var", 1.750000e+00], ["Empty", 1.000000e+00], ["BreakStmt", 9.038713e+00], ["ParenExpr", 2.428542e+01], ["Record", 1.000000e+00], ["StringLiteral", 3.000000e+00], ["Type", 6.028141e+00], ["Enum", 1.000000e+00], ["ReturnStmt", 6.666667e+00], ["CompoundStmt", 6.911765e+00], ["ImplicitCastExpr", 1.005462e+01], ["MemberExpr", 1.077662e+01], ["UnaryExprOrTypeTraitExpr", 7.000000e+00], ["Typedef", 1.000000e+00], ["Field", 2.000000e+00], ["DeclStmt", 3.000000e+00], ["BinaryOperator", 2.478732e+01], ["Function", 1.000000e+00], ["CompoundAssignOperator", 8.477570e+00], ["WhileStmt", 4.000000e+00], ["ParmVar", 1.423009e+01], ["EnumConstant", 2.000000e+00], ["InitListExpr", 2.333333e+00], ["CStyleCastExpr", 5.016331e+00]] 
chuckl0416 2974486_5709773144064000_chuckl0416.c [["IfStmt", 8.375000e+00], ["SwitchStmt", 7.555555e+00], ["ArraySubscriptExpr", 1.277914e+01], ["UnaryOperator", 2.530219e+01], ["CallExpr", 7.462857e+00], ["CaseStmt", 9.041536e+00], ["IntegerLiteral", 6.415396e+00], ["DeclRefExpr", 2.817769e+01], ["Var", 1.725806e+00], ["Empty", 1.000000e+00], ["BreakStmt", 9.041536e+00], ["ParenExpr", 2.442679e+01], ["Record", 1.000000e+00], ["StringLiteral", 3.000000e+00], ["Type", 6.026297e+00], ["Enum", 1.000000e+00], ["ReturnStmt", 6.666667e+00], ["CompoundStmt", 7.500000e+00], ["ImplicitCastExpr", 9.873449e+00], ["MemberExpr", 1.074805e+01], ["UnaryExprOrTypeTraitExpr", 7.000000e+00], ["Typedef", 1.000000e+00], ["Field", 2.000000e+00], ["DeclStmt", 3.000000e+00], ["BinaryOperator", 2.496011e+01], ["Function", 1.000000e+00], ["CompoundAssignOperator", 8.487933e+00], ["WhileStmt", 4.000000e+00], ["ParmVar", 1.423009e+01], ["EnumConstant", 2.000000e+00], ["InitListExpr", 2.333333e+00], ["CStyleCastExpr", 5.015188e+00]] 
chuckl0416 2974486_5756407898963968_chuckl0416.c [["IfStmt", 8.375000e+00], ["SwitchStmt", 7.555555e+00], ["ArraySubscriptExpr", 1.289750e+01], ["UnaryOperator", 2.559693e+01], ["CallExpr", 7.578378e+00], ["CaseStmt", 9.101540e+00], ["IntegerLiteral", 6.401056e+00], ["DeclRefExpr", 2.828280e+01], ["Var", 1.738095e+00], ["Empty", 1.000000e+00], ["BreakStmt", 9.101540e+00], ["ParenExpr", 2.456607e+01], ["Record", 1.000000e+00], ["StringLiteral", 3.000000e+00], ["Type", 6.026742e+00], ["Enum", 1.000000e+00], ["ReturnStmt", 6.666667e+00], ["CompoundStmt", 6.857143e+00], ["ImplicitCastExpr", 9.744623e+00], ["MemberExpr", 1.080208e+01], ["UnaryExprOrTypeTraitExpr", 7.000000e+00], ["Typedef", 1.000000e+00], ["Field", 2.000000e+00], ["DeclStmt", 3.000000e+00], ["BinaryOperator", 2.508773e+01], ["Function", 1.000000e+00], ["CompoundAssignOperator", 8.475929e+00], ["WhileStmt", 4.000000e+00], ["ParmVar", 1.439496e+01], ["EnumConstant", 2.000000e+00], ["InitListExpr", 2.333333e+00], ["CStyleCastExpr", 5.015152e+00]] 
Citachi 1460488_1483485_Citachi.c [["IfStmt", 8.333333e+00], ["SwitchStmt", 7.555555e+00], ["ArraySubscriptExpr", 1.267926e+01], ["UnaryOperator", 2.513331e+01], ["CallExpr", 7.519773e+00], ["CaseStmt", 8.979446e+00], ["IntegerLiteral", 6.445645e+00], ["DeclRefExpr", 2.784491e+01], ["Var", 1.714286e+00], ["Empty", 1.000000e+00], ["BreakStmt", 8.979455e+00], ["ParenExpr", 2.420829e+01], ["Record", 1.000000e+00], ["StringLiteral", 3.000000e+00], ["Type", 6.028872e+00], ["Enum", 1.000000e+00], ["ReturnStmt", 6.666667e+00], ["CompoundStmt", 7.259259e+00], ["ImplicitCastExpr", 9.833613e+00], ["MemberExpr", 1.068246e+01], ["UnaryExprOrTypeTraitExpr", 7.000000e+00], ["Typedef", 1.000000e+00], ["Field", 2.000000e+00], ["DeclStmt", 3.000000e+00], ["BinaryOperator", 2.470216e+01], ["Function", 1.000000e+00], ["CompoundAssignOperator", 8.466308e+00], ["WhileStmt", 4.000000e+00], ["ParmVar", 1.443333e+01], ["EnumConstant", 2.000000e+00], ["InitListExpr", 2.333333e+00], ["CStyleCastExpr", 5.016476e+00]] 
Citachi 1460488_1483488_Citachi.c [["CallExpr", 7.474287e+00], ["IfStmt", 8.375000e+00], ["UnaryOperator", 2.490433e+01], ["SwitchStmt", 7.555555e+00], ["ArraySubscriptExpr", 1.269878e+01], ["CaseStmt", 8.959732e+00], ["IntegerLiteral", 6.428844e+00], ["DeclRefExpr", 2.752884e+01], ["Var", 1.810811e+00], ["Empty", 1.000000e+00], ["BreakStmt", 8.959732e+00], ["ParenExpr", 2.386880e+01], ["StringLiteral", 3.000000e+00], ["Type", 6.028389e+00], ["Record", 1.000000e+00], ["Enum", 1.000000e+00], ["ReturnStmt", 6.666667e+00], ["CompoundStmt", 7.500000e+00], ["ImplicitCastExpr", 9.778928e+00], ["MemberExpr", 1.069634e+01], ["UnaryExprOrTypeTraitExpr", 7.000000e+00], ["Typedef", 1.000000e+00], ["Field", 2.000000e+00], ["DeclStmt", 3.000000e+00], ["BinaryOperator", 2.435238e+01], ["Function", 1.000000e+00], ["CompoundAssignOperator", 8.483200e+00], ["WhileStmt", 4.000000e+00], ["ParmVar", 1.431304e+01], ["EnumConstant", 2.000000e+00], ["InitListExpr", 2.333333e+00], ["CStyleCastExpr", 5.016306e+00]] 
Citachi 1460488_1595491_Citachi.c [["IfStmt", 8.333333e+00], ["CallExpr", 7.525423e+00], ["UnaryOperator", 2.516660e+01], ["SwitchStmt", 7.555555e+00], ["ArraySubscriptExpr", 1.285199e+01], ["CaseStmt", 8.970300e+00], ["IntegerLiteral", 6.400858e+00], ["DeclRefExpr", 2.799532e+01], ["Var", 1.700934e+00], ["Empty", 1.000000e+00], ["BreakStmt", 8.970300e+00], ["ParenExpr", 2.430997e+01], ["Record", 1.000000e+00], ["StringLiteral", 3.000000e+00], ["Type", 6.026880e+00], ["Enum", 1.000000e+00], ["ReturnStmt", 6.666667e+00], ["CompoundStmt", 7.259259e+00], ["ImplicitCastExpr", 9.726444e+00], ["MemberExpr", 1.069975e+01], ["UnaryExprOrTypeTraitExpr", 7.000000e+00], ["Typedef", 1.000000e+00], ["Field", 2.000000e+00], ["DeclStmt", 3.000000e+00], ["BinaryOperator", 2.481419e+01], ["Function", 1.000000e+00], ["CompoundAssignOperator", 8.469969e+00], ["WhileStmt", 4.000000e+00], ["ParmVar", 1.439316e+01], ["EnumConstant", 2.000000e+00], ["InitListExpr", 2.333333e+00], ["CStyleCastExpr", 5.015222e+00]] 
Citachi 2270488_2449486_Citachi.c [["CallExpr", 7.686487e+00], ["IfStmt", 8.375000e+00], ["UnaryOperator", 2.540094e+01], ["SwitchStmt", 7.555555e+00], ["ArraySubscriptExpr", 1.277745e+01], ["CaseStmt", 9.009526e+00], ["IntegerLiteral", 6.438282e+00], ["DeclRefExpr", 2.809900e+01], ["Var", 1.789474e+00], ["Empty", 1.000000e+00], ["BreakStmt", 9.009523e+00], ["ParenExpr", 2.442935e+01], ["Record", 1.000000e+00], ["StringLiteral", 3.000000e+00], ["Type", 6.028669e+00], ["Enum", 1.000000e+00], ["ReturnStmt", 6.666667e+00], ["CompoundStmt", 7.500000e+00], ["ImplicitCastExpr", 9.816252e+00], ["MemberExpr", 1.072937e+01], ["UnaryExprOrTypeTraitExpr", 7.000000e+00], ["Typedef", 1.000000e+00], ["Field", 2.000000e+00], ["DeclStmt", 3.000000e+00], ["BinaryOperator", 2.494123e+01], ["Function", 1.000000e+00], ["CompoundAssignOperator", 8.472365e+00], ["WhileStmt", 4.000000e+00], ["ParmVar", 1.457258e+01], ["EnumConstant", 2.000000e+00], ["InitListExpr", 2.333333e+00], ["CStyleCastExpr", 5.016249e+00]] 
